path,sha256,bytes
outputs/leiden_robustness/LEIDEN_ROBUSTNESS_AUDIT.md,72bdcd7b6f9baf8541c4005b100abcf28f472483836467f3af9edd81996f4941,3159
outputs/leiden_robustness/leiden_static_metrics.csv,8cee20a6f23364999821df1c1000b1a567e87118a2fb5932880a9da9ff3b3a5f,444
outputs/leiden_robustness/leiden_temporal_baseline_comparison.csv,bd24e6400c55ac0bb0534e09c21c4352e30659e164e6b59a04cace353653c8a8,690
outputs/leiden_robustness/leiden_temporal_summary.csv,d976b4a06614f587c513f68eb5e363ba65f10781ac288ee7c529a0d765b69473,466
outputs/leiden_robustness/run_manifest.json,77da097f1d31b3e810454ec756fa06894734356a3830daaa0d75599fb0710986,5702
outputs/leiden_robustness/static_dec2024_labels.csv,b52c7ac79889cd1c2338caff0e12ecf012ebfa5dabea8344c2a357eaecfc7a6e,145029
outputs/leiden_robustness/static_labels.npy,027028c3a3d85a251f5ed604b0f1e6675f27ea44351ddd5f8c6acc8dcc251ce4,15360
outputs/leiden_robustness/static_raw.json,00373ce8e656ec86e48c6f03affecd40c7e48683867d06f84c5d3ce2719c1925,107
outputs/leiden_robustness/supra_labels.csv,96a0a5edf4bac914cfb819d276faaa174f7793d4cc0a25bb33f82b05001d25a9,232921
outputs/leiden_robustness/supra_labels.npy,fabaac3de49154c7e831b2afb1c099c7bcb1a89ef6e5fa833cb935b4e9ebef38,365696
outputs/leiden_robustness/supra_raw.json,ced7b9838eaa162aeb142e69cba3a6555739f07cf311948d75e317410b839029,107
outputs/perturbation_pilot_reference/BE_boundary_instability_by_perturbation.csv,0e451d5985819e1056636ac3434e8ecd3ba1d8c84bcb9f876bf4e2b2c51d5c2c,429
outputs/perturbation_pilot_reference/PERTURBATION_EXPANSION_STATUS.md,b091b9037d5f6a6164ccbbe40ad31f9b5bbf7b46e9e6cfc3192fb33c0e50bea8,1050
outputs/perturbation_pilot_reference/SHA256_MANIFEST.csv,e0ae80288656216256162fe44ad2cb9a84848e04403516c8480e7a030d30bc70,864
outputs/perturbation_pilot_reference/supra_same_object_stability_archetype_details.csv,8ad095a48afb60ff146ce3a1a952f6f2658bf3e4e85b1d5095a445112905687d,4292
outputs/perturbation_pilot_reference/supra_same_object_stability_run_summary.csv,a645bfc0834132238fc1e53182fed18f5616d7f6ec56b87fa9e25d2881c2062b,937
outputs/perturbation_v2/archetype_status_round15_perturbation_v2.csv,1d205ab0efcfa8853e3efb02b0bbd5c5503773ebdc9ad4301ace2200a8f522f7,7911
outputs/perturbation_v2/ARTIFACT_VERIFICATION.json,437f1babc7215f3d3c4bd868b956128fde618749a45ef9480e47149c98e5bfaf,4426
outputs/perturbation_v2/COMPLETED.json,1eff3cb1db79fc17e194e564d50137630ac2e2397ac94c0652eab12676ee0c28,151
outputs/perturbation_v2/PERTURBATION_HIGHREP_AUDIT.md,113f5b81eb2338bc02f50bfebe5364caddfd184b6ee10096deb3c147056d59fa,3404
outputs/perturbation_v2/PERTURBATION_HIGHREP_FINDINGS.md,e10e107c1c8ae05534b431c36604ce2a6372e482261adb1900e9023776368db5,5297
outputs/perturbation_v2/perturbation_v2_50_archetype_retention.csv,75aac13126c51f55d1f21f7a4de8f233a77c990fd559e4317c28564b50f3f41c,31468
outputs/perturbation_v2/perturbation_v2_50_monthly_similarity.csv,93d4a383f1d5ab7ea5e5ea15ee7c966d8ab48b72069e166b4120b09f0a6d85cf,127383
outputs/perturbation_v2/perturbation_v2_50_pair_coassignment.csv,bce9126b9b5808d7fa1151044a7e792cf58dae4ffcdcc7001f7045d6d5246241,23511
outputs/perturbation_v2/perturbation_v2_50_runs.csv,ab958f80a58927e08f18a2e6b8774a17a4ff6cc4c4307bbaf1dc34baa1db016d,34026
outputs/perturbation_v2/perturbation_v2_50_summary.csv,1fda8ac4242578504931cbd96d2455f52b2c09715bf5d70ff7c8100e7ea9e230,14537
outputs/perturbation_v2/perturbation_v2_boundary_tail_and_leave_one_out.csv,d0a85b73a7ea27f8ddce8034ea2e5b0d6232166420bb13c950ccce68bc9d8cac,409
outputs/perturbation_v2/perturbation_v2_distributions.png,514faf294c83c7aaaf291b9088ae4e8e86910f23567fc50806a0024195f9a868,84113
outputs/perturbation_v2/perturbation_v2_distributions.svg,c0cd7cde2cf5ce734a18d08f23c2b60992a8253d1389bd860d781da19c45af9d,109153
outputs/perturbation_v2/PERTURBATION_V2_REPRODUCIBILITY_GATE.md,737de8360b4b12e7331c85c6f3a54a7751b16a17a2feff2056394943723fb513,1895
outputs/perturbation_v2/RESUME_VERIFICATION.json,ec5979bd5bb0a144a0cc81c245b0dbb1b7bb14a743dbb71ecd0f1b850233c563,122
outputs/perturbation_v2/resume_verification.log,96b72b22956a7ca7f32182371630b8f48a4a2c3524b51634e7c7ee2ab3ec791a,1244
outputs/perturbation_v2/run_manifest.json,9d113bfd860b62eb25e03949d07ed9f46f10f45ec336d9852a66f7aa59a0a280,6853
outputs/reproducibility_gates/attempt_20260919_01/baseline_gate.json,5e9a6651ecccee3f1c7f79271352938d1f159da230ca18225c7ee75b0f1a1964,573
outputs/reproducibility_gates/attempt_20260919_01/baseline_graphs.pkl,cf86e9547e0718175942b2ba4316fdab8b2e104e832607b5b8ebc67325e9b14f,29166988
outputs/reproducibility_gates/attempt_20260919_01/GATE_REPORT.md,eab944d1ce2bb2eb288da48c6f8d7bbc6c48f553048553b0bb649262d8946f74,3329
outputs/reproducibility_gates/attempt_20260919_01/graph_checksums.json,bafcf813febb667fb3aad2d1f7ec2bb024bbbbeb6214e7dbe55ea9808b2fcf35,800
outputs/reproducibility_gates/attempt_20260919_01/input_integrity_check.json,e045eb8d68631958f71db68d4b12bdb811c78d573d8e1da7840587e62ada3f08,2394
outputs/reproducibility_gates/attempt_20260919_01/leiden_graph_identity_gate.json,251836167011c6105c80f0dca3323949ebc953de93479781cad799e37dee3ad9,1624
outputs/reproducibility_gates/attempt_20260919_01/resolved_config.yaml,55a1aa9f6309798f377d43be87fcfdd2ab3e0c2ddbd0a7bcce2d45441b52df4f,1227
outputs/reproducibility_gates/attempt_20260919_01/run_manifest.json,c5c0be371a98f2d5569d4c151f07f9350f80b477e90a0980eeb0ae5489f3ff9c,1018
outputs/reproducibility_gates/attempt_20260919_01/static_dec2024_labels.csv,d3620406677df9167f0e4097fbe0c7b8f426752a218ae4e19c9e51904d4d55a0,145029
outputs/reproducibility_gates/attempt_20260919_01/supra_labels.csv,45c6fe6d11b89f2a0cf7891e893ed7398c730f04146cb8072c97e6ec026c3238,244940
outputs/reproducibility_gates/attempt_20260919_01/pilot/canonical_baseline_gate.json,fc9dc4958c2e3326d451d87741f7af390fda1ad334982b7655e1dde3d8231c14,485
outputs/reproducibility_gates/attempt_20260919_01/pilot/canonical_shared.pkl,a086e12eb9bfb95bb9ca1a271e305dc1e50416c5c35356e701ed4bdeef886d08,6079932
outputs/reproducibility_gates/attempt_20260919_01/pilot/PERTURBATION_PILOT_REPRODUCIBILITY_FAILURE.md,6a9544d10071b0cd39ef8da1f72354a134e2b6e7a9d92f6e4e0f50e5e7f89b63,5941
outputs/reproducibility_gates/attempt_20260919_01/pilot/pilot_comparisons.csv,0bf068efa6add221bc122936e702169293f1aa47003fddc97f80bce46a4bb212,2459
outputs/reproducibility_gates/attempt_20260919_01/pilot/pilot_gate.json,581c73301fbb8e476d2b1f1ae5fdb3ca156250419d09e01481d53d4241affb2d,253
outputs/reproducibility_gates/attempt_20260919_01/pilot/run_manifest.json,cd67e185ec39aa4b601ebec8c65ea27b8a2b08f1316bf07cedae354e643f45ab,1394
outputs/reproducibility_gates/attempt_20260919_01/pilot/seed_00_profiles.csv,66aa50f8eaf5efe8dd0039a65defbcf80b29ffb53a78e875cbdaeb7ec292d803,416
outputs/reproducibility_gates/attempt_20260919_01/pilot/seed_00_raw.json,33745279244f1cea85ed2e2c3ebba981df0e0593e42d0fde9d60a110e1a51c43,1866
outputs/reproducibility_gates/attempt_20260919_01/pilot/seed_00_run.csv,84b055c25f82addb9ca978ca7723e2294a2114cd9c791086e936424659d6fc03,292
outputs/reproducibility_gates/attempt_20260919_01/pilot/historical_input_aliases/dec2024_archetypes_final.csv,1e87f0cfa90a6e4738d27ca19b0ff7bf9bec875094439e77b654648902d4acbb,32
outputs/reproducibility_gates/attempt_20260919_01/pilot/historical_input_aliases/potrebitelskie-beznalicnye-rashody-na-urovne-munizipalnyh-obrazovanij_ru_1764079373653.csv.zip,e9a389e57dad7ec723ac58470fda2b2f870062a330efa979cb3952dd7513416d,2251684
outputs/reproducibility_gates/attempt_20260919_01/pilot/historical_input_aliases/supra_labels_omega_2.0.csv,7cac1146f94c61cd1d6cdcfb6600796c1d95e05d94edd570c53a38251243192a,243035
outputs/perturbation_v2/gate/fresh_process.json,c22c573495864492de3efca9060c26dde6ff42927912b5e5b3a98949063ea747,867
outputs/perturbation_v2/gate/gate.json,50fa314313c1c02ff274536be1edd15d65084c0e482deb8230c01695d82bb61d,1492
outputs/perturbation_v2/gate/reversed_insertion.json,c22c573495864492de3efca9060c26dde6ff42927912b5e5b3a98949063ea747,867
outputs/perturbation_v2/gate/run_manifest.json,a411f1253165226e9ba8b1d195699e914f0d000124c6e2d25eb208a5a050211a,6853
outputs/perturbation_v2/gate/same_process_first.json,c22c573495864492de3efca9060c26dde6ff42927912b5e5b3a98949063ea747,867
outputs/perturbation_v2/gate/same_process_second.json,c22c573495864492de3efca9060c26dde6ff42927912b5e5b3a98949063ea747,867
outputs/perturbation_v2/seeds/00/COMPLETED.json,731c41f2cd3b19c8fbd467a96333edc49f369b634724410ab230b3bf6d61acd2,880
outputs/perturbation_v2/seeds/00/graph_hashes.json,c22c573495864492de3efca9060c26dde6ff42927912b5e5b3a98949063ea747,867
outputs/perturbation_v2/seeds/00/raw_results.json,c6d210df2963233565e7ad04dd52b0aaa70ba6a9060a00210d4dbdff1595a429,12338
outputs/perturbation_v2/seeds/00/supra_labels.npy,2d760a7792313894244140d745e50aa1d44a1cff6a594baa73ab28e107eb286c,365696
outputs/perturbation_v2/seeds/01/COMPLETED.json,0dc77933e5a6764f0b9991c4efa699778a3b17615eb6614bf5bae38f6eb72b22,881
outputs/perturbation_v2/seeds/01/graph_hashes.json,b2b76dca3742868153003ff92893e841ded4043bf7b68cffed0ade84dcad2f72,867
outputs/perturbation_v2/seeds/01/raw_results.json,0c8ee3f01d19676984df5ef026f9ea917e29d3841c2230e882ef273a5e104a9d,12522
outputs/perturbation_v2/seeds/01/supra_labels.npy,f64c0f4890013f4d3f77ddc8eb5a29eb41fb76e2f286d10ee2be5b25943376f4,365696
outputs/perturbation_v2/seeds/02/COMPLETED.json,6fdef563f1898e93dceff516195e26cc775d6d88f7be3e12b3a4a30023bdde45,880
outputs/perturbation_v2/seeds/02/graph_hashes.json,cac40c0b7dcf7e7fd9c63368d67d87bb915159bf20258373188445d64d8665ae,867
outputs/perturbation_v2/seeds/02/raw_results.json,06804b54fd48b300835264f541b676f350ccbca1c777c72bbaa2af7f94f2d6f2,12459
outputs/perturbation_v2/seeds/02/supra_labels.npy,b70d3bd7934e9081cee90e8460c90b23a1f2a3dff9444a5c8d8e21fb294ce550,365696
outputs/perturbation_v2/seeds/03/COMPLETED.json,6ffbd81ab9e47861afb1e148979f45ca0596845a2e31281dc289830891507752,880
outputs/perturbation_v2/seeds/03/graph_hashes.json,12db99fd42f7939e1daee248a3b6f9b861f1e8f6e29756a41b61db7964cfef06,867
outputs/perturbation_v2/seeds/03/raw_results.json,25ab5c4e9183bdcf3c0d864fe2627cea32cf44d0a27923f8567b624c7b888eec,12371
outputs/perturbation_v2/seeds/03/supra_labels.npy,3329f31223ef67d5c92bb7572dd9da719c116833983cf5cdb8a914d05acb5c86,365696
outputs/perturbation_v2/seeds/04/COMPLETED.json,e822b0411c7ef1d84d873fc97a236caa12bad7629cb46b91877215de21a1312b,881
outputs/perturbation_v2/seeds/04/graph_hashes.json,7fefacb3a4d5770988d9c4b7b75082c4185d7af064a2de14b329310fec36c3d6,867
outputs/perturbation_v2/seeds/04/raw_results.json,7e352c6c8d420283fd71b2bcb218e06b1b068dbda23b6c42196b60e591974819,12394
outputs/perturbation_v2/seeds/04/supra_labels.npy,a138a8750f9104258e396183fd347d7055e51df2c90c520919ac8269b1799843,365696
outputs/perturbation_v2/seeds/05/COMPLETED.json,b201f952e1966fe2159bb0cf3081f710ae5137e219b55f65647ee9ad9480bdca,881
outputs/perturbation_v2/seeds/05/graph_hashes.json,816916903ab8c4031ab3a3369c71b6e4df409de90f1b6ef26e46d0a1db0b70ce,867
outputs/perturbation_v2/seeds/05/raw_results.json,73648e058dd26f54479449b1d10f074970bffe011c7525903494df1dd0f7cb63,12518
outputs/perturbation_v2/seeds/05/supra_labels.npy,36b60cbe55c8899a0decda9fd7b0f975b8ccaf68ea28cd0c7c74f032d8df8e78,365696
outputs/perturbation_v2/seeds/06/COMPLETED.json,731ab1ba7a770ff4b66ec97a0cbf32d1fff50a7b64b018f6e673abcaf021e4fd,880
outputs/perturbation_v2/seeds/06/graph_hashes.json,6d03c08b261c03dc497b1e7088229b6f84b2dd63f4b8c16e38487926d16eef75,867
outputs/perturbation_v2/seeds/06/raw_results.json,ccfb4807f9dc5d01823a209202df5ee73047f75e6242b8a0042ba8f10b4ca92a,12551
outputs/perturbation_v2/seeds/06/supra_labels.npy,60d6a8ccd1b57d5090fec1f65090935c050ad57c972ea83520fe168cb0eacc0a,365696
outputs/perturbation_v2/seeds/07/COMPLETED.json,739a3a86cad70256b736e19271dd06792a3b7684ad57d6f3c79edccd3ff15608,880
outputs/perturbation_v2/seeds/07/graph_hashes.json,ec461be03ffe05da81a665af4fbd0b9d1ea7193a8f2743b6d06295fe870b5a99,867
outputs/perturbation_v2/seeds/07/raw_results.json,179b1595fb451cd26970dcb9d4206277647f2cf24218d839f2f875ab5c7c89b9,12428
outputs/perturbation_v2/seeds/07/supra_labels.npy,31299b49320174b3565bb6e9432e17ebe599436edf882a997847071bcfacbf01,365696
outputs/perturbation_v2/seeds/08/COMPLETED.json,8984d8df4ae28d13b2de92e9db3afec14b487659cae5e8fcf9b4affe7a4a610e,880
outputs/perturbation_v2/seeds/08/graph_hashes.json,678ad7dbce1459f9bc3902a4d91b6c6a04ad70ac15d14db551aa4989ecdd25f3,867
outputs/perturbation_v2/seeds/08/raw_results.json,6ff843d2645a9f134e6d78f0683d90ab768a5ed91169bcd4f415acab82bb8890,12502
outputs/perturbation_v2/seeds/08/supra_labels.npy,d4a92454b9048f80a427eacd2be8c7674e7db4fe8c956acaaf2eb3c41469d586,365696
outputs/perturbation_v2/seeds/09/COMPLETED.json,ba2085e5ca81958a613e55b1a8eed620427dc50dcefdead30d17007f373adc59,881
outputs/perturbation_v2/seeds/09/graph_hashes.json,8df06e76e4eb994f0939c636f2b7c8048dad14f726e616f4fc8f41c721f33989,867
outputs/perturbation_v2/seeds/09/raw_results.json,ddc9397891950a1b5df7772b90b97cf972544a09214638783e920b8177dd047b,12459
outputs/perturbation_v2/seeds/09/supra_labels.npy,4a6d571ace58843813e3e654de380a9154369ffb6c85a7195ced82208a396e73,365696
outputs/perturbation_v2/seeds/10/COMPLETED.json,1e15ac4e19c3e763e89696eefa5438f6e8ea531dc6b925fd5ae3562b80a9c433,879
outputs/perturbation_v2/seeds/10/graph_hashes.json,5792257fdf713d9d5edea3a2e3c3e75995c66c84380420b6fdeaf8f3ff40037e,868
outputs/perturbation_v2/seeds/10/raw_results.json,3c5971208fb9f4ca9792d5d4012b03f77a4bd637e9441c3daef2bc56f5b667da,12545
outputs/perturbation_v2/seeds/10/supra_labels.npy,c57e2d60538949915a4aa1d1b9cdd739de582cb9296af6cb11876c1786ee8436,365696
outputs/perturbation_v2/seeds/11/COMPLETED.json,0c01ae36dc450f0ad9dad9b16d3e8a38782999c0faed38574d31364b4db95a12,882
outputs/perturbation_v2/seeds/11/graph_hashes.json,64989fea806b66346bf260b3843d51415d7ad63692fbff5a4d2d8d9e4936d774,868
outputs/perturbation_v2/seeds/11/raw_results.json,5cd2c67465728dd07653a7a41e5296722106a1d4b276ea5320e07721e591e489,12612
outputs/perturbation_v2/seeds/11/supra_labels.npy,a6a0bddfdebaf3a2daf330efcd25df83343686930a2a59d17465566a2e37c73f,365696
outputs/perturbation_v2/seeds/12/COMPLETED.json,9f7e752f029c956096d6137e90e2cb4cacbc667ad4589e69c0473bf5cfdd89e8,882
outputs/perturbation_v2/seeds/12/graph_hashes.json,3c68cd6db17a432dc8285f8faa1fb7e425f584632eb38ba709e36d62b97fa5e5,868
outputs/perturbation_v2/seeds/12/raw_results.json,26a8074d1e02e4ca33d98d16d127f953d33772a59a075a3796e6da077da64e3f,12506
outputs/perturbation_v2/seeds/12/supra_labels.npy,4ad9b93bf84e10139267a3f007717bf835284fb3482769a2d5514223bd69f290,365696
outputs/perturbation_v2/seeds/13/COMPLETED.json,0df2d78bd89f822feed4bb4667cc7c056c0cd88434bb33debe97cdf42986ee94,881
outputs/perturbation_v2/seeds/13/graph_hashes.json,b3ec6efe13810a4eb6ddc23c6447a56ce5e9795dbe7a50ef295f427772fb8947,868
outputs/perturbation_v2/seeds/13/raw_results.json,c975971e303ff605d228cc05de929ad334c5f752a27b7f55d3f769d6dda19d20,12462
outputs/perturbation_v2/seeds/13/supra_labels.npy,61e9035d87e2ad76bc5e508423c2e9bbc700c37e8ad5a3a8286d5e953c4f40c2,365696
outputs/perturbation_v2/seeds/14/COMPLETED.json,020ba5e68c78c1406b1c23661f9eb54ddb1095f0781e1b1b910e1c52ef971206,881
outputs/perturbation_v2/seeds/14/graph_hashes.json,32673f3fe948b81e9af032a2cea2ce34a68777fb661b3af4fc2724d92ecc43b2,868
outputs/perturbation_v2/seeds/14/raw_results.json,3238f857b089c38ce156b87b6be1c2d4d957713ff756633081aa7e6257d46c2d,12489
outputs/perturbation_v2/seeds/14/supra_labels.npy,0278067794ea9239ef1c5990898c1f8b2a54edfb12e21ee0eddfa824c4c0b663,365696
outputs/perturbation_v2/seeds/15/COMPLETED.json,8fca943579413b77bf07e1d8d3df13e4f74fa9625f5cd31a6f116a5d0c8ebb01,881
outputs/perturbation_v2/seeds/15/graph_hashes.json,fc93151202dd19dab13b7f5f0dc2eddb95e2c5fad38986dd338939f8f08b0fdf,868
outputs/perturbation_v2/seeds/15/raw_results.json,8ca5c499e228abf040271e35e996eac64ffb23ccf2f27127308ad88eb129cc91,12489
outputs/perturbation_v2/seeds/15/supra_labels.npy,cd2f8b72420a18c70ac90706aeb897fb1203f50d289bbf7bafecd04890a78e26,365696
outputs/perturbation_v2/seeds/16/COMPLETED.json,e5daef0afeb6a3e622ac464a8c662d7b42c41dd8932378d6e15a58d5489760b2,881
outputs/perturbation_v2/seeds/16/graph_hashes.json,6f4ae27de5c0c7e0ace605ad4b54650a75f818e6ea1033f6eab5388ffe9471d5,868
outputs/perturbation_v2/seeds/16/raw_results.json,da83d12d139db9c3eadbf07c0d44049e929d93a59f144c92312ac19a301de14f,12468
outputs/perturbation_v2/seeds/16/supra_labels.npy,f028a8491a75945e5860b1401038e172de9d1431362fdd50bf1fad524a5cd8fb,365696
outputs/perturbation_v2/seeds/17/COMPLETED.json,8ce166b01459098cabfa1b4d8f06a3795f48ad672139d06feecb0533e74be06e,882
outputs/perturbation_v2/seeds/17/graph_hashes.json,5160db61311ff81138088eedba481edf43d3fc4647e1e43fb58c5bd69fed3708,868
outputs/perturbation_v2/seeds/17/raw_results.json,499b0eb916e164da391e9af30360ac73bf2da5128efbbaddfe436f417e27de9e,12478
outputs/perturbation_v2/seeds/17/supra_labels.npy,53be50202c7ac9286d4849ef3d1417550c07761295a4123504403925c8e9eb6d,365696
outputs/perturbation_v2/seeds/18/COMPLETED.json,0403f57f60002a4794d9b5441edc3c7049713b31f697841f020fcfd9c5de4f7f,882
outputs/perturbation_v2/seeds/18/graph_hashes.json,cc58a91724746b35144bae49c0daa4cf721f0e16da61cba3a1ce420b4a0340a1,868
outputs/perturbation_v2/seeds/18/raw_results.json,672aa3a5ff24b70536b02844f319523f93038d2f1ec4ebaf35769d7a786ba7ee,12518
outputs/perturbation_v2/seeds/18/supra_labels.npy,f209971b800144da537926bc3453b6e271893097c68768081e59e093381c6685,365696
outputs/perturbation_v2/seeds/19/COMPLETED.json,3e1a05f5a4a1582b5a2b04cdfc28536c70864abccdf352ed05a03114acd91d1e,882
outputs/perturbation_v2/seeds/19/graph_hashes.json,bb5dfe60c546a896d3f6bc5ce8bb5cace2a6431fc3c8d5260938a943f5f31bc7,868
outputs/perturbation_v2/seeds/19/raw_results.json,82ed758393488402a549d13cb5a9ae9d0c0c545ed12660e8e8c0825a5f7eba07,12465
outputs/perturbation_v2/seeds/19/supra_labels.npy,aa4a960de317c67054d24e3faff663b9242f64d8642f75b287f91fc42027209f,365696
outputs/perturbation_v2/seeds/20/COMPLETED.json,84bc1c08045a05635f505be2bbfbeaf38b7cb1ffd2cc7c78413e008e46de9099,882
outputs/perturbation_v2/seeds/20/graph_hashes.json,90a03dd21aec045b1a79c86b826ed77c5af5e04c7c815aed2594e32107e05c0d,868
outputs/perturbation_v2/seeds/20/raw_results.json,dfefe903e4726794482f6336be780a1f22b164b6a83c1c71ccd31c4907a56c8e,12511
outputs/perturbation_v2/seeds/20/supra_labels.npy,4c063cfc2c6e92a45e0f34b29d1effa9ba89b3214af6a39a98f65a6f1513cfb1,365696
