panel_index,municipality,reference_profile,consensus_class,anchor_consensus_class,anchor_second_class,anchor_top_affinity_share,anchor_second_affinity_share,anchor_affinity_margin,anchor_affinity_entropy,anchor_consensus_matches_reference,anchor_raw_affinity_A,anchor_affinity_share_A,anchor_raw_affinity_B,anchor_affinity_share_B,anchor_raw_affinity_C,anchor_affinity_share_C,anchor_raw_affinity_D,anchor_affinity_share_D,anchor_raw_affinity_E,anchor_affinity_share_E,anchor_raw_affinity_F,anchor_affinity_share_F,anchor_raw_affinity_G,anchor_affinity_share_G,anchor_class_matches_full,anchor_vs_all_L1_affinity_share
25,Анадырский муниципальный район,A,A,A,D,0.8658465781680319,0.04762156154119937,0.8182250166268326,0.3078879881133536,True,1.0,0.8658465781680319,0.009999999776482582,0.008658465588148527,0.019999999552965164,0.017316931176297054,0.054999999701976776,0.04762156154119937,0.009999999776482582,0.008658465588148527,0.049939023194516576,0.04323953235002616,0.009999999776482582,0.008658465588148527,True,0.10167429790336988
26,Андроповский муниципальный округ,G,G,G,F,0.8111014026752411,0.14398518204517582,0.6671162206300653,0.3390857279513825,True,0.009999999776482582,0.008166075505378713,0.009999999776482582,0.008166075505378713,0.014999999664723873,0.01224911325806807,0.009999999776482582,0.008166075505378713,0.009999999776482582,0.008166075505378713,0.17632114561274648,0.14398518204517582,0.993257267841165,0.8111014026752411,True,0.3703095789246601
27,Антроповский муниципальный район,G,G,G,F,0.812380248532921,0.14267870310068595,0.669701545432235,0.3379852472479591,True,0.009999999776482582,0.008171099702980546,0.009999999776482582,0.008171099702980546,0.014999999664723873,0.01225664955447082,0.009999999776482582,0.008171099702980546,0.009999999776482582,0.008171099702980546,0.17461382812343357,0.14267870310068595,0.9942116237774924,0.812380248532921,True,0.3697787381235158
28,Анучинский муниципальный округ,G,G,G,F,0.7603822127846593,0.192491853408924,0.5678903593757354,0.38262650600011927,True,0.009999999776482582,0.008568351601166663,0.009999999776482582,0.008568351601166663,0.014999999664723873,0.012852527401749997,0.009999999776482582,0.008568351601166663,0.009999999776482582,0.008568351601166663,0.22465447038866398,0.192491853408924,0.8874311316604456,0.7603822127846593,True,0.3453294490185216
29,Апанасенковский муниципальный округ,G,G,G,F,0.812380248532921,0.14267870310068595,0.669701545432235,0.3379852472479591,True,0.009999999776482582,0.008171099702980546,0.009999999776482582,0.008171099702980546,0.014999999664723873,0.01225664955447082,0.009999999776482582,0.008171099702980546,0.009999999776482582,0.008171099702980546,0.17461382812343357,0.14267870310068595,0.9942116237774924,0.812380248532921,True,0.3697787381235158
30,Апастовский муниципальный район,G,G,G,F,0.7871026578821847,0.1627012822417164,0.6244013756404683,0.36695810139736573,True,0.009999999776482582,0.009126556341108902,0.009999999776482582,0.009126556341108902,0.014999999664723873,0.013689834511663354,0.009999999776482582,0.009126556341108902,0.009999999776482582,0.009126556341108902,0.17827236530848029,0.1627012822417164,0.862431141463193,0.7871026578821847,True,0.3901875380222085
31,Аргаяшский муниципальный район,G,G,G,F,0.8066556267592969,0.14833492302567794,0.658320703733619,0.34313162419342763,True,0.009999999776482582,0.008183536402731863,0.009999999776482582,0.008183536402731863,0.014999999664723873,0.012275304604097797,0.009999999776482582,0.008183536402731863,0.009999999776482582,0.008183536402731863,0.1812601696995155,0.14833492302567794,0.9857054078232698,0.8066556267592969,True,0.369271501307622
32,Ардатовский муниципальный округ,G,G,G,F,0.812380248532921,0.14267870310068595,0.669701545432235,0.3379852472479591,True,0.009999999776482582,0.008171099702980546,0.009999999776482582,0.008171099702980546,0.014999999664723873,0.01225664955447082,0.009999999776482582,0.008171099702980546,0.009999999776482582,0.008171099702980546,0.17461382812343357,0.14267870310068595,0.9942116237774924,0.812380248532921,True,0.3697787381235158
33,Ардатовский муниципальный район,G,G,G,F,0.812380248532921,0.14267870310068595,0.669701545432235,0.3379852472479591,True,0.009999999776482582,0.008171099702980546,0.009999999776482582,0.008171099702980546,0.014999999664723873,0.01225664955447082,0.009999999776482582,0.008171099702980546,0.009999999776482582,0.008171099702980546,0.17461382812343357,0.14267870310068595,0.9942116237774924,0.812380248532921,True,0.3697787381235158
34,Ардонский муниципальный район,C,C,C,F,0.9121245844440906,0.019466073251670688,0.8926585111924199,0.231802261132395,True,0.019999999552965164,0.018242491281130348,0.009999999776482582,0.009121245640565174,1.0,0.9121245844440906,0.019999999552965164,0.018242491281130348,0.009999999776482582,0.009121245640565174,0.02134146319883989,0.019466073251670688,0.014999999664723873,0.01368186846084776,True,0.07461687106858228
35,Арзгирский муниципальный округ,G,G,G,F,0.812380248532921,0.14267870310068595,0.669701545432235,0.3379852472479591,True,0.009999999776482582,0.008171099702980546,0.009999999776482582,0.008171099702980546,0.014999999664723873,0.01225664955447082,0.009999999776482582,0.008171099702980546,0.009999999776482582,0.008171099702980546,0.17461382812343357,0.14267870310068595,0.9942116237774924,0.812380248532921,True,0.3697787381235158
36,Аркадакский муниципальный район,G,G,G,F,0.812380248532921,0.14267870310068595,0.669701545432235,0.3379852472479591,True,0.009999999776482582,0.008171099702980546,0.009999999776482582,0.008171099702980546,0.014999999664723873,0.01225664955447082,0.009999999776482582,0.008171099702980546,0.009999999776482582,0.008171099702980546,0.17461382812343357,0.14267870310068595,0.9942116237774924,0.812380248532921,True,0.3697787381235158
37,Армизонский муниципальный район,G,G,G,F,0.812380248532921,0.14267870310068595,0.669701545432235,0.3379852472479591,True,0.009999999776482582,0.008171099702980546,0.009999999776482582,0.008171099702980546,0.014999999664723873,0.01225664955447082,0.009999999776482582,0.008171099702980546,0.009999999776482582,0.008171099702980546,0.17461382812343357,0.14267870310068595,0.9942116237774924,0.812380248532921,True,0.3697787381235158
38,Аромашевский муниципальный район,G,G,G,F,0.812380248532921,0.14267870310068595,0.669701545432235,0.3379852472479591,True,0.009999999776482582,0.008171099702980546,0.009999999776482582,0.008171099702980546,0.014999999664723873,0.01225664955447082,0.009999999776482582,0.008171099702980546,0.009999999776482582,0.008171099702980546,0.17461382812343357,0.14267870310068595,0.9942116237774924,0.812380248532921,True,0.3697787381235158
39,Арсеньевский муниципальный район,G,G,G,F,0.7603822127846593,0.192491853408924,0.5678903593757354,0.38262650600011927,True,0.009999999776482582,0.008568351601166663,0.009999999776482582,0.008568351601166663,0.014999999664723873,0.012852527401749997,0.009999999776482582,0.008568351601166663,0.009999999776482582,0.008568351601166663,0.22465447038866398,0.192491853408924,0.8874311316604456,0.7603822127846593,True,0.3453294490185216
40,Арский муниципальный район,G,G,G,F,0.7871026578821847,0.1627012822417164,0.6244013756404683,0.36695810139736573,True,0.009999999776482582,0.009126556341108902,0.009999999776482582,0.009126556341108902,0.014999999664723873,0.013689834511663354,0.009999999776482582,0.009126556341108902,0.009999999776482582,0.009126556341108902,0.17827236530848029,0.1627012822417164,0.862431141463193,0.7871026578821847,True,0.3901875380222085
41,Архангельский муниципальный район,G,G,G,F,0.812380248532921,0.14267870310068595,0.669701545432235,0.3379852472479591,True,0.009999999776482582,0.008171099702980546,0.009999999776482582,0.008171099702980546,0.014999999664723873,0.01225664955447082,0.009999999776482582,0.008171099702980546,0.009999999776482582,0.008171099702980546,0.17461382812343357,0.14267870310068595,0.9942116237774924,0.812380248532921,True,0.3697787381235158
42,Архаринский муниципальный округ,F,G,G,F,0.396034862871591,0.2992778850959791,0.09675697777561193,0.6911668927411224,False,0.273333340883255,0.2324126037013244,0.009999999776482582,0.008502899710495435,0.02500000037252903,0.02125725006813285,0.03999999910593033,0.03401159884198174,0.009999999776482582,0.008502899710495435,0.3519715492318316,0.2992778850959791,0.4657644656571475,0.396034862871591,True,0.2052601716092054
43,Асекеевский муниципальный район,G,G,G,F,0.812380248532921,0.14267870310068595,0.669701545432235,0.3379852472479591,True,0.009999999776482582,0.008171099702980546,0.009999999776482582,0.008171099702980546,0.014999999664723873,0.01225664955447082,0.009999999776482582,0.008171099702980546,0.009999999776482582,0.008171099702980546,0.17461382812343357,0.14267870310068595,0.9942116237774924,0.812380248532921,True,0.3697787381235158
44,Асиновский муниципальный район,G,G,G,F,0.6288682381523506,0.2924298042590723,0.3364384338932783,0.49806830449073924,True,0.019999999552965164,0.01656883301411172,0.009999999776482582,0.00828441650705586,0.019999999552965164,0.01656883301411172,0.03500000014901161,0.02899545854624194,0.009999999776482582,0.00828441650705586,0.35298780242844324,0.2924298042590723,0.7590977874669161,0.6288682381523506,True,0.27120627034095557
45,Аскинский муниципальный район,G,G,G,F,0.7890843729018177,0.1607805551668898,0.6283038177349278,0.3652586818475841,True,0.009999999776482582,0.009115467623871372,0.009999999776482582,0.009115467623871372,0.014999999664723873,0.013673201435807058,0.009999999776482582,0.009115467623871372,0.009999999776482582,0.009115467623871372,0.17638212125521244,0.1607805551668898,0.8656542788852345,0.7890843729018177,True,0.391008380066992
46,Аткарский муниципальный район,G,G,G,F,0.8111014026752411,0.14398518204517582,0.6671162206300653,0.3390857279513825,True,0.009999999776482582,0.008166075505378713,0.009999999776482582,0.008166075505378713,0.014999999664723873,0.01224911325806807,0.009999999776482582,0.008166075505378713,0.009999999776482582,0.008166075505378713,0.17632114561274648,0.14398518204517582,0.993257267841165,0.8111014026752411,True,0.3703095789246601
47,Атнинский муниципальный район,G,G,G,F,0.8038140119239047,0.14993006253772173,0.653883949386183,0.3473738733180547,True,0.009999999776482582,0.008410168279704292,0.009999999776482582,0.008410168279704292,0.014999999664723873,0.012615252419556439,0.009999999776482582,0.008410168279704292,0.009999999776482582,0.008410168279704292,0.17827236530848029,0.14993006253772173,0.9557644594306788,0.8038140119239047,True,0.3776833333399265
48,Атюрьевский муниципальный район,G,G,G,F,0.812380248532921,0.14267870310068595,0.669701545432235,0.3379852472479591,True,0.009999999776482582,0.008171099702980546,0.009999999776482582,0.008171099702980546,0.014999999664723873,0.01225664955447082,0.009999999776482582,0.008171099702980546,0.009999999776482582,0.008171099702980546,0.17461382812343357,0.14267870310068595,0.9942116237774924,0.812380248532921,True,0.3697787381235158
49,Атяшевский муниципальный район,G,G,G,F,0.812380248532921,0.14267870310068595,0.669701545432235,0.3379852472479591,True,0.009999999776482582,0.008171099702980546,0.009999999776482582,0.008171099702980546,0.014999999664723873,0.01225664955447082,0.009999999776482582,0.008171099702980546,0.009999999776482582,0.008171099702980546,0.17461382812343357,0.14267870310068595,0.9942116237774924,0.812380248532921,True,0.3697787381235158
50,Аургазинский муниципальный район,G,G,G,F,0.7871026578821847,0.1627012822417164,0.6244013756404683,0.36695810139736573,True,0.009999999776482582,0.009126556341108902,0.009999999776482582,0.009126556341108902,0.014999999664723873,0.013689834511663354,0.009999999776482582,0.009126556341108902,0.009999999776482582,0.009126556341108902,0.17827236530848029,0.1627012822417164,0.862431141463193,0.7871026578821847,True,0.3901875380222085
51,Ахтубинский муниципальный район,G,G,G,F,0.756098036891088,0.19677602925444368,0.5593220076366443,0.38562050042283297,True,0.009999999776482582,0.008568351609903341,0.009999999776482582,0.008568351609903341,0.014999999664723873,0.012852527414855012,0.009999999776482582,0.008568351609903341,0.009999999776482582,0.008568351609903341,0.2296544700951838,0.19677602925444368,0.882431130763913,0.756098036891088,True,0.34168425192780394
52,Ашинский муниципальный район,G,G,G,F,0.7497232041891355,0.20301257769695882,0.5467106264921767,0.3901810035500261,True,0.009999999776482582,0.008593494202528314,0.009999999776482582,0.008593494202528314,0.014999999664723873,0.012890241303792469,0.009999999776482582,0.008593494202528314,0.009999999776482582,0.008593494202528314,0.2362398442062663,0.20301257769695882,0.8724311319264498,0.7497232041891355,True,0.3396837844493651
53,Бабаевский муниципальный округ,G,G,G,F,0.7540199494082321,0.19871583234500625,0.5553041170632259,0.3872664258587447,True,0.009999999776482582,0.008593494226683943,0.009999999776482582,0.008593494226683943,0.014999999664723873,0.012890241340025912,0.009999999776482582,0.008593494226683943,0.009999999776482582,0.008593494226683943,0.23123984570365128,0.19871583234500625,0.8774311271580783,0.7540199494082321,True,0.3415097249944071
54,Бабушкинский муниципальный округ,G,G,G,F,0.8026134516790949,0.15237702798865993,0.650236423690435,0.34661615697435655,True,0.009999999776482582,0.008183549151317289,0.009999999776482582,0.008183549151317289,0.014999999664723873,0.012275323726975932,0.009999999776482582,0.008183549151317289,0.009999999776482582,0.008183549151317289,0.18619919275274363,0.15237702798865993,0.9807644811543551,0.8026134516790949,True,0.3656530079372349
55,Бабынинский муниципальный район,G,G,G,F,0.756098036891088,0.19677602925444368,0.5593220076366443,0.38562050042283297,True,0.009999999776482582,0.008568351609903341,0.009999999776482582,0.008568351609903341,0.014999999664723873,0.012852527414855012,0.009999999776482582,0.008568351609903341,0.009999999776482582,0.008568351609903341,0.2296544700951838,0.19677602925444368,0.882431130763913,0.756098036891088,True,0.34168425192780394
56,Бавлинский муниципальный район,G,G,G,F,0.8021500598467219,0.15120169483643112,0.6509483650102909,0.34936375437046624,True,0.009999999776482582,0.008481499148517625,0.009999999776482582,0.008481499148517625,0.014999999664723873,0.01272224872277644,0.009999999776482582,0.008481499148517625,0.009999999776482582,0.008481499148517625,0.17827236530848029,0.15120169483643112,0.9457644549283114,0.8021500598467219,True,0.38041229573696367
57,Баганский муниципальный район,G,G,G,F,0.8026134516790949,0.15237702798865993,0.650236423690435,0.34661615697435655,True,0.009999999776482582,0.008183549151317289,0.009999999776482582,0.008183549151317289,0.014999999664723873,0.012275323726975932,0.009999999776482582,0.008183549151317289,0.009999999776482582,0.008183549151317289,0.18619919275274363,0.15237702798865993,0.9807644811543551,0.8026134516790949,True,0.3656530079372349
58,Баевский муниципальный район,G,G,G,F,0.812380248532921,0.14267870310068595,0.669701545432235,0.3379852472479591,True,0.009999999776482582,0.008171099702980546,0.009999999776482582,0.008171099702980546,0.014999999664723873,0.01225664955447082,0.009999999776482582,0.008171099702980546,0.009999999776482582,0.008171099702980546,0.17461382812343357,0.14267870310068595,0.9942116237774924,0.812380248532921,True,0.3697787381235158
59,Базарно-Карабулакский муниципальный район,G,G,G,F,0.812380248532921,0.14267870310068595,0.669701545432235,0.3379852472479591,True,0.009999999776482582,0.008171099702980546,0.009999999776482582,0.008171099702980546,0.014999999664723873,0.01225664955447082,0.009999999776482582,0.008171099702980546,0.009999999776482582,0.008171099702980546,0.17461382812343357,0.14267870310068595,0.9942116237774924,0.812380248532921,True,0.3697787381235158
60,Базарносызганский муниципальный район,G,G,G,F,0.812380248532921,0.14267870310068595,0.669701545432235,0.3379852472479591,True,0.009999999776482582,0.008171099702980546,0.009999999776482582,0.008171099702980546,0.014999999664723873,0.01225664955447082,0.009999999776482582,0.008171099702980546,0.009999999776482582,0.008171099702980546,0.17461382812343357,0.14267870310068595,0.9942116237774924,0.812380248532921,True,0.3697787381235158
61,Бай-Тайгинский муниципальный район,C,C,G,C,0.4609727481182703,0.34954346189391033,0.11142928622435999,0.6370959305593106,False,0.05000000074505806,0.04639957547489158,0.004999999888241291,0.004639957374637273,0.3766666650772095,0.34954346189391033,0.019999999552965164,0.01855982949854909,0.004999999888241291,0.004639957374637273,0.12418698964685929,0.11524447026510412,0.4967424273490906,0.4609727481182703,False,0.19525065020095314
62,Байкаловский муниципальный район,G,G,G,F,0.8025734034330488,0.15241932208834946,0.6501540813446993,0.3466471012616659,True,0.009999999776482582,0.008183140814291218,0.009999999776482582,0.008183140814291218,0.014999999664723873,0.012274711221436826,0.009999999776482582,0.008183140814291218,0.009999999776482582,0.008183140814291218,0.18626016848607035,0.15241932208834946,0.9807644811543551,0.8025734034330488,True,0.36605241077891404
63,Баймакский муниципальный район,G,G,G,F,0.6054790105863669,0.2833410326972602,0.3221379778891067,0.5368250759295256,True,0.019999999552965164,0.01588285095948187,0.009999999776482582,0.007941425479740935,0.019999999552965164,0.01588285095948187,0.07999999821186066,0.06353140383792748,0.009999999776482582,0.007941425479740935,0.3567886232602887,0.2833410326972602,0.7624311259955414,0.6054790105863669,True,0.27164826528164576
64,Бакалинский муниципальный район,G,G,G,F,0.8021500598467219,0.15120169483643112,0.6509483650102909,0.34936375437046624,True,0.009999999776482582,0.008481499148517625,0.009999999776482582,0.008481499148517625,0.014999999664723873,0.01272224872277644,0.009999999776482582,0.008481499148517625,0.009999999776482582,0.008481499148517625,0.17827236530848029,0.15120169483643112,0.9457644549283114,0.8021500598467219,True,0.38041229573696367
65,Бакчарский муниципальный район,G,G,G,F,0.812380248532921,0.14267870310068595,0.669701545432235,0.3379852472479591,True,0.009999999776482582,0.008171099702980546,0.009999999776482582,0.008171099702980546,0.014999999664723873,0.01225664955447082,0.009999999776482582,0.008171099702980546,0.009999999776482582,0.008171099702980546,0.17461382812343357,0.14267870310068595,0.9942116237774924,0.812380248532921,True,0.3697787381235158
66,Балаганский муниципальный район,G,G,G,F,0.812380248532921,0.14267870310068595,0.669701545432235,0.3379852472479591,True,0.009999999776482582,0.008171099702980546,0.009999999776482582,0.008171099702980546,0.014999999664723873,0.01225664955447082,0.009999999776482582,0.008171099702980546,0.009999999776482582,0.008171099702980546,0.17461382812343357,0.14267870310068595,0.9942116237774924,0.812380248532921,True,0.3697787381235158
67,Балаковский муниципальный район,D,D,D,F,0.5858359809554945,0.3519036796462526,0.23393230130924192,0.48134833620874384,True,0.054999999701976776,0.03238289308899076,0.009999999776482582,0.005887798643753958,0.019999999552965164,0.011775597287507916,0.9950000047683716,0.5858359809554945,0.010744680610901497,0.006326251734246274,0.5976829254409162,0.3519036796462526,0.009999999776482582,0.005887798643753958,True,0.1470809409420335
