pair,cross_coassignment,mode,seed,louvain_seed,gamma
B/G,0.0,optimizer_only,6,6,0.5
C/D,0.0,optimizer_only,6,6,0.5
C/E,0.0,optimizer_only,6,6,0.5
C/F,0.0006327111673521037,optimizer_only,6,6,0.5
C/G,0.05302840807575487,optimizer_only,6,6,0.5
D/E,0.017710309930423784,optimizer_only,6,6,0.5
D/F,0.9564070276428615,optimizer_only,6,6,0.5
D/G,0.040638016864777,optimizer_only,6,6,0.5
E/F,3.288283844661471e-05,optimizer_only,6,6,0.5
E/G,0.0,optimizer_only,6,6,0.5
F/G,0.05648460648698325,optimizer_only,6,6,0.5
A/B,0.0,optimizer_only,7,7,0.5
A/C,0.02641232575201761,optimizer_only,7,7,0.5
A/D,0.014184397163120567,optimizer_only,7,7,0.5
A/E,0.007778540379775795,optimizer_only,7,7,0.5
A/F,0.02394430346802004,optimizer_only,7,7,0.5
A/G,2.2048285745783266e-05,optimizer_only,7,7,0.5
B/C,0.0,optimizer_only,7,7,0.5
B/D,0.0,optimizer_only,7,7,0.5
B/E,0.27956989247311825,optimizer_only,7,7,0.5
B/F,0.0,optimizer_only,7,7,0.5
B/G,0.0,optimizer_only,7,7,0.5
C/D,0.0,optimizer_only,7,7,0.5
C/E,0.0,optimizer_only,7,7,0.5
C/F,0.0252029948328588,optimizer_only,7,7,0.5
C/G,0.0688225835268894,optimizer_only,7,7,0.5
D/E,0.5483870967741935,optimizer_only,7,7,0.5
D/F,0.6574923547400612,optimizer_only,7,7,0.5
D/G,0.0010362694300518134,optimizer_only,7,7,0.5
E/F,0.3605603235671303,optimizer_only,7,7,0.5
E/G,0.0005682767842219623,optimizer_only,7,7,0.5
F/G,0.32416852846571914,optimizer_only,7,7,0.5
A/B,0.014184397163120567,optimizer_only,8,8,0.5
A/C,0.009782342871117632,optimizer_only,8,8,0.5
A/D,0.08371575580586844,optimizer_only,8,8,0.5
A/E,0.014184397163120567,optimizer_only,8,8,0.5
A/F,0.07833951460732644,optimizer_only,8,8,0.5
A/G,0.0014845845735494065,optimizer_only,8,8,0.5
B/C,0.0,optimizer_only,8,8,0.5
B/D,0.0196078431372549,optimizer_only,8,8,0.5
B/E,1.0,optimizer_only,8,8,0.5
B/F,0.0,optimizer_only,8,8,0.5
B/G,0.0,optimizer_only,8,8,0.5
C/D,0.0,optimizer_only,8,8,0.5
C/E,0.0,optimizer_only,8,8,0.5
C/F,0.0027417483918591164,optimizer_only,8,8,0.5
C/G,0.03444702519206718,optimizer_only,8,8,0.5
D/E,0.0196078431372549,optimizer_only,8,8,0.5
D/F,0.9024404868981232,optimizer_only,8,8,0.5
D/G,0.0162552067459108,optimizer_only,8,8,0.5
E/F,0.0,optimizer_only,8,8,0.5
E/G,0.0,optimizer_only,8,8,0.5
F/G,0.0932072063507154,optimizer_only,8,8,0.5
A/B,0.0,optimizer_only,9,9,0.5
A/C,0.025678650036683785,optimizer_only,9,9,0.5
A/D,0.04908913920178,optimizer_only,9,9,0.5
A/E,0.007511629680469763,optimizer_only,9,9,0.5
A/F,0.14923981174225173,optimizer_only,9,9,0.5
A/G,0.0017491640024988057,optimizer_only,9,9,0.5
B/C,0.0,optimizer_only,9,9,0.5
B/D,0.0,optimizer_only,9,9,0.5
B/E,0.005376344086021506,optimizer_only,9,9,0.5
B/F,0.0,optimizer_only,9,9,0.5
B/G,0.0,optimizer_only,9,9,0.5
C/D,0.0,optimizer_only,9,9,0.5
C/E,0.0,optimizer_only,9,9,0.5
C/F,0.09596119371506907,optimizer_only,9,9,0.5
C/G,0.23762730033946758,optimizer_only,9,9,0.5
D/E,0.02347318855857755,optimizer_only,9,9,0.5
D/F,0.47686434410665385,optimizer_only,9,9,0.5
D/G,0.015340851366453316,optimizer_only,9,9,0.5
E/F,0.005195488474565125,optimizer_only,9,9,0.5
E/G,0.00016714023065351831,optimizer_only,9,9,0.5
F/G,0.3707911457590594,optimizer_only,9,9,0.5
A/B,0.0,optimizer_only,10,10,0.5
A/C,0.031792614331132306,optimizer_only,10,10,0.5
A/D,0.0004635423909516525,optimizer_only,10,10,0.5
A/E,0.014184397163120567,optimizer_only,10,10,0.5
A/F,0.1802980024725096,optimizer_only,10,10,0.5
A/G,0.0029912174328445965,optimizer_only,10,10,0.5
B/C,0.0,optimizer_only,10,10,0.5
B/D,0.0,optimizer_only,10,10,0.5
B/E,0.0,optimizer_only,10,10,0.5
B/F,0.0,optimizer_only,10,10,0.5
B/G,0.0,optimizer_only,10,10,0.5
C/D,0.0,optimizer_only,10,10,0.5
C/E,0.0,optimizer_only,10,10,0.5
C/F,0.005378044922492882,optimizer_only,10,10,0.5
C/G,0.0342683580489548,optimizer_only,10,10,0.5
D/E,0.032679738562091505,optimizer_only,10,10,0.5
D/F,0.7070016589714377,optimizer_only,10,10,0.5
D/G,0.02706491923194148,optimizer_only,10,10,0.5
E/F,0.0,optimizer_only,10,10,0.5
E/G,0.0,optimizer_only,10,10,0.5
F/G,0.09495967422477856,optimizer_only,10,10,0.5
A/B,0.0,optimizer_only,11,11,0.5
A/C,0.10051357300073367,optimizer_only,11,11,0.5
A/D,0.028368794326241134,optimizer_only,11,11,0.5
A/E,0.0,optimizer_only,11,11,0.5
A/F,0.035981521244062724,optimizer_only,11,11,0.5
A/G,0.0014184397163120568,optimizer_only,11,11,0.5
B/C,0.0,optimizer_only,11,11,0.5
B/D,0.0,optimizer_only,11,11,0.5
B/E,0.10500329163923634,optimizer_only,11,11,0.5
B/F,0.0,optimizer_only,11,11,0.5
B/G,0.0,optimizer_only,11,11,0.5
C/D,0.0,optimizer_only,11,11,0.5
C/E,0.0,optimizer_only,11,11,0.5
C/F,0.0939576083517874,optimizer_only,11,11,0.5
C/G,0.20378774343398248,optimizer_only,11,11,0.5
D/E,0.0,optimizer_only,11,11,0.5
D/F,0.5351681957186545,optimizer_only,11,11,0.5
D/G,0.014507772020725389,optimizer_only,11,11,0.5
E/F,0.0,optimizer_only,11,11,0.5
E/G,0.0,optimizer_only,11,11,0.5
F/G,0.4443187399977817,optimizer_only,11,11,0.5
A/B,0.0,optimizer_only,12,12,0.5
A/C,0.0,optimizer_only,12,12,0.5
A/D,0.027209938348862005,optimizer_only,12,12,0.5
A/E,0.004346831388698238,optimizer_only,12,12,0.5
A/F,0.08137592990218405,optimizer_only,12,12,0.5
A/G,0.0030720611472458016,optimizer_only,12,12,0.5
B/C,0.0,optimizer_only,12,12,0.5
B/D,0.0,optimizer_only,12,12,0.5
B/E,0.0913978494623656,optimizer_only,12,12,0.5
B/F,0.0,optimizer_only,12,12,0.5
B/G,0.0,optimizer_only,12,12,0.5
C/D,0.0,optimizer_only,12,12,0.5
C/E,0.0,optimizer_only,12,12,0.5
C/F,0.004428978171464726,optimizer_only,12,12,0.5
C/G,0.1986421297123459,optimizer_only,12,12,0.5
D/E,0.182936256940052,optimizer_only,12,12,0.5
D/F,0.10169694789230677,optimizer_only,12,12,0.5
D/G,0.004117985708964069,optimizer_only,12,12,0.5
E/F,0.0,optimizer_only,12,12,0.5
E/G,0.0,optimizer_only,12,12,0.5
F/G,0.05883601907749838,optimizer_only,12,12,0.5
A/B,0.0,optimizer_only,13,13,0.5
A/C,0.0,optimizer_only,13,13,0.5
A/D,0.0070921985815602835,optimizer_only,13,13,0.5
A/E,0.012849843666590406,optimizer_only,13,13,0.5
A/F,0.1466805474223003,optimizer_only,13,13,0.5
A/G,0.0021754308602506154,optimizer_only,13,13,0.5
B/C,0.0,optimizer_only,13,13,0.5
B/D,0.0,optimizer_only,13,13,0.5
B/E,0.0913978494623656,optimizer_only,13,13,0.5
B/F,0.0,optimizer_only,13,13,0.5
B/G,0.0,optimizer_only,13,13,0.5
C/D,0.0,optimizer_only,13,13,0.5
C/E,0.0,optimizer_only,13,13,0.5
C/F,0.001159970473478857,optimizer_only,13,13,0.5
C/G,0.03451849204931213,optimizer_only,13,13,0.5
D/E,0.005376344086021506,optimizer_only,13,13,0.5
D/F,0.7981651376146789,optimizer_only,13,13,0.5
D/G,0.02072538860103627,optimizer_only,13,13,0.5
E/F,0.026388477853408306,optimizer_only,13,13,0.5
E/G,0.00011142682043567887,optimizer_only,13,13,0.5
F/G,0.04960783381660883,optimizer_only,13,13,0.5
A/B,0.0,optimizer_only,14,14,0.5
A/C,0.0,optimizer_only,14,14,0.5
A/D,0.1347517730496454,optimizer_only,14,14,0.5
A/E,0.006520247083047358,optimizer_only,14,14,0.5
A/F,0.06662762704144706,optimizer_only,14,14,0.5
A/G,0.0,optimizer_only,14,14,0.5
B/C,0.0,optimizer_only,14,14,0.5
B/D,0.0,optimizer_only,14,14,0.5
B/E,0.9516129032258065,optimizer_only,14,14,0.5
B/F,0.0,optimizer_only,14,14,0.5
B/G,0.0,optimizer_only,14,14,0.5
C/D,0.0,optimizer_only,14,14,0.5
C/E,0.0,optimizer_only,14,14,0.5
C/F,0.15775598439312455,optimizer_only,14,14,0.5
C/G,0.19706985885295694,optimizer_only,14,14,0.5
D/E,0.04838709677419355,optimizer_only,14,14,0.5
D/F,0.41590214067278286,optimizer_only,14,14,0.5
D/G,0.0,optimizer_only,14,14,0.5
E/F,0.020124297129328204,optimizer_only,14,14,0.5
E/G,0.0,optimizer_only,14,14,0.5
F/G,0.31052589881320214,optimizer_only,14,14,0.5
A/B,0.0,optimizer_only,15,15,0.5
A/C,0.009782342871117632,optimizer_only,15,15,0.5
A/D,0.021369304222871182,optimizer_only,15,15,0.5
A/E,0.007892930679478381,optimizer_only,15,15,0.5
A/F,0.03797687986639773,optimizer_only,15,15,0.5
A/G,0.0033807371476867673,optimizer_only,15,15,0.5
B/C,0.0,optimizer_only,15,15,0.5
B/D,0.0,optimizer_only,15,15,0.5
B/E,0.0913978494623656,optimizer_only,15,15,0.5
B/F,0.0,optimizer_only,15,15,0.5
B/G,0.0,optimizer_only,15,15,0.5
C/D,0.001803020058598152,optimizer_only,15,15,0.5
C/E,0.0,optimizer_only,15,15,0.5
C/F,0.2726985131287567,optimizer_only,15,15,0.5
C/G,0.05749508665356441,optimizer_only,15,15,0.5
D/E,0.36854311617119967,optimizer_only,15,15,0.5
D/F,0.009494113649537287,optimizer_only,15,15,0.5
D/G,0.0006231162585932473,optimizer_only,15,15,0.5
E/F,0.0011344579264082075,optimizer_only,15,15,0.5
E/G,0.0,optimizer_only,15,15,0.5
F/G,0.09970369666143779,optimizer_only,15,15,0.5
A/B,0.0,optimizer_only,16,16,0.5
A/C,0.03423820004891171,optimizer_only,16,16,0.5
A/D,0.014138042924025401,optimizer_only,16,16,0.5
A/E,0.017921146953405017,optimizer_only,16,16,0.5
A/F,0.018630576702019216,optimizer_only,16,16,0.5
A/G,0.0006394002866277147,optimizer_only,16,16,0.5
B/C,0.0,optimizer_only,16,16,0.5
B/D,0.0,optimizer_only,16,16,0.5
B/E,0.08602150537634409,optimizer_only,16,16,0.5
B/F,0.0,optimizer_only,16,16,0.5
B/G,0.0,optimizer_only,16,16,0.5
C/D,0.0,optimizer_only,16,16,0.5
C/E,0.0,optimizer_only,16,16,0.5
C/F,0.0032690076979858696,optimizer_only,16,16,0.5
C/G,0.028551009469358585,optimizer_only,16,16,0.5
D/E,0.8973575093119686,optimizer_only,16,16,0.5
D/F,0.015430433131458495,optimizer_only,16,16,0.5
D/G,0.0005553862304852856,optimizer_only,16,16,0.5
E/F,0.013547729440005261,optimizer_only,16,16,0.5
E/G,0.00045684996378628337,optimizer_only,16,16,0.5
F/G,0.08944874902948773,optimizer_only,16,16,0.5
A/B,0.0,optimizer_only,17,17,0.5
A/C,0.031792614331132306,optimizer_only,17,17,0.5
A/D,0.013164603903026931,optimizer_only,17,17,0.5
A/E,0.005147563486616335,optimizer_only,17,17,0.5
A/F,0.015464029323096276,optimizer_only,17,17,0.5
A/G,0.00017638628596626613,optimizer_only,17,17,0.5
B/C,0.0,optimizer_only,17,17,0.5
B/D,0.0,optimizer_only,17,17,0.5
B/E,0.0,optimizer_only,17,17,0.5
B/F,0.0,optimizer_only,17,17,0.5
B/G,0.0,optimizer_only,17,17,0.5
C/D,0.0,optimizer_only,17,17,0.5
C/E,0.0,optimizer_only,17,17,0.5
C/F,0.0027417483918591164,optimizer_only,17,17,0.5
C/G,0.052027872074325535,optimizer_only,17,17,0.5
D/E,0.01953756412959449,optimizer_only,17,17,0.5
D/F,0.5004097459575063,optimizer_only,17,17,0.5
D/G,0.014128483863320803,optimizer_only,17,17,0.5
E/F,6.576567689322942e-05,optimizer_only,17,17,0.5
E/G,0.0,optimizer_only,17,17,0.5
F/G,0.24220183486238533,optimizer_only,17,17,0.5
A/B,0.0,optimizer_only,18,18,0.5
A/C,0.03301540719002201,optimizer_only,18,18,0.5
A/D,0.008853659667176564,optimizer_only,18,18,0.5
A/E,0.007816670479676657,optimizer_only,18,18,0.5
A/F,0.14793849090159847,optimizer_only,18,18,0.5
A/G,0.009150038584500055,optimizer_only,18,18,0.5
B/C,0.0,optimizer_only,18,18,0.5
B/D,0.0,optimizer_only,18,18,0.5
B/E,0.0,optimizer_only,18,18,0.5
B/F,0.0,optimizer_only,18,18,0.5
B/G,0.0,optimizer_only,18,18,0.5
C/D,0.0,optimizer_only,18,18,0.5
C/E,0.0,optimizer_only,18,18,0.5
C/F,0.0034799114204365706,optimizer_only,18,18,0.5
C/G,0.06542790780775415,optimizer_only,18,18,0.5
D/E,0.010682409164382598,optimizer_only,18,18,0.5
D/F,0.03058103975535168,optimizer_only,18,18,0.5
D/G,0.0008398523485387247,optimizer_only,18,18,0.5
E/F,0.005327019828351583,optimizer_only,18,18,0.5
E/G,0.0003454231433506045,optimizer_only,18,18,0.5
F/G,0.06988005260572643,optimizer_only,18,18,0.5
A/B,0.0,optimizer_only,19,19,0.5
A/C,0.014673514306676448,optimizer_only,19,19,0.5
A/D,0.04199694062021972,optimizer_only,19,19,0.5
A/E,0.005795775184930984,optimizer_only,19,19,0.5
A/F,0.09122259092979373,optimizer_only,19,19,0.5
A/G,0.002300371146143387,optimizer_only,19,19,0.5
B/C,0.0,optimizer_only,19,19,0.5
B/D,0.0,optimizer_only,19,19,0.5
B/E,0.5913978494623656,optimizer_only,19,19,0.5
B/F,0.0,optimizer_only,19,19,0.5
B/G,0.0,optimizer_only,19,19,0.5
C/D,0.3380662609871535,optimizer_only,19,19,0.5
C/E,0.0,optimizer_only,19,19,0.5
C/F,0.3176210060107561,optimizer_only,19,19,0.5
C/G,0.04141504377345006,optimizer_only,19,19,0.5
D/E,0.00801180687328695,optimizer_only,19,19,0.5
D/F,0.9026203753672722,optimizer_only,19,19,0.5
D/G,0.03047851264858275,optimizer_only,19,19,0.5
E/F,0.003748643582914077,optimizer_only,19,19,0.5
E/G,0.0,optimizer_only,19,19,0.5
F/G,0.03483069512446325,optimizer_only,19,19,0.5
A/B,0.0,graph_only,0,0,0.5
A/C,0.0,graph_only,0,0,0.5
A/D,0.0006489593473323136,graph_only,0,0,0.5
A/E,0.014184397163120567,graph_only,0,0,0.5
A/F,0.006202962673780554,graph_only,0,0,0.5
A/G,0.0,graph_only,0,0,0.5
B/C,0.0,graph_only,0,0,0.5
B/D,0.0,graph_only,0,0,0.5
B/E,0.0,graph_only,0,0,0.5
B/F,0.0,graph_only,0,0,0.5
B/G,0.0,graph_only,0,0,0.5
C/D,0.0,graph_only,0,0,0.5
C/E,0.0,graph_only,0,0,0.5
C/F,0.0,graph_only,0,0,0.5
C/G,0.0570662855100947,graph_only,0,0,0.5
D/E,0.0457516339869281,graph_only,0,0,0.5
D/F,0.11508864504007515,graph_only,0,0,0.5
D/G,0.012055945003217177,graph_only,0,0,0.5
E/F,0.012232415902140673,graph_only,0,0,0.5
E/G,0.0,graph_only,0,0,0.5
F/G,0.16978973554530905,graph_only,0,0,0.5
A/B,0.014184397163120567,graph_only,1,0,0.5
A/C,0.2504279775006114,graph_only,1,0,0.5
A/D,0.07018031799008019,graph_only,1,0,0.5
A/E,0.014184397163120567,graph_only,1,0,0.5
A/F,0.06779881579803501,graph_only,1,0,0.5
A/G,0.0002939771432771102,graph_only,1,0,0.5
B/C,0.0,graph_only,1,0,0.5
B/D,0.013071895424836602,graph_only,1,0,0.5
B/E,1.0,graph_only,1,0,0.5
B/F,0.0,graph_only,1,0,0.5
B/G,0.0,graph_only,1,0,0.5
C/D,0.0,graph_only,1,0,0.5
C/E,0.0,graph_only,1,0,0.5
C/F,0.005694400506168934,graph_only,1,0,0.5
C/G,0.03430409147757727,graph_only,1,0,0.5
D/E,0.013071895424836602,graph_only,1,0,0.5
D/F,0.8662029541684155,graph_only,1,0,0.5
D/G,0.0040908936977208845,graph_only,1,0,0.5
E/F,0.0,graph_only,1,0,0.5
E/G,0.0,graph_only,1,0,0.5
F/G,0.11924387190822519,graph_only,1,0,0.5
A/B,0.0,graph_only,2,0,0.5
A/C,0.02739056003912937,graph_only,2,0,0.5
A/D,0.021740138135632504,graph_only,2,0,0.5
A/E,0.006749027682452528,graph_only,2,0,0.5
A/F,0.1426464528162752,graph_only,2,0,0.5
A/G,0.011421012016315731,graph_only,2,0,0.5
B/C,0.0,graph_only,2,0,0.5
B/D,0.0,graph_only,2,0,0.5
B/E,0.6827956989247311,graph_only,2,0,0.5
B/F,0.0,graph_only,2,0,0.5
B/G,0.0,graph_only,2,0,0.5
C/D,0.0,graph_only,2,0,0.5
C/E,0.0,graph_only,2,0,0.5
C/F,0.008963408204154803,graph_only,2,0,0.5
C/G,0.030337680900482403,graph_only,2,0,0.5
D/E,0.31513107034928667,graph_only,2,0,0.5
D/F,0.00903439867282285,graph_only,2,0,0.5
D/G,0.0006163432557824512,graph_only,2,0,0.5
E/F,0.000970043734175134,graph_only,2,0,0.5
E/G,0.0,graph_only,2,0,0.5
F/G,0.08925543882999794,graph_only,2,0,0.5
A/B,0.014184397163120567,graph_only,3,0,0.5
A/C,0.0,graph_only,3,0,0.5
A/D,0.9661150512214342,graph_only,3,0,0.5
A/E,0.014184397163120567,graph_only,3,0,0.5
A/F,0.9069338712126142,graph_only,3,0,0.5
A/G,0.04766839378238342,graph_only,3,0,0.5
B/C,0.0,graph_only,3,0,0.5
B/D,0.013071895424836602,graph_only,3,0,0.5
B/E,1.0,graph_only,3,0,0.5
B/F,0.0,graph_only,3,0,0.5
B/G,0.0,graph_only,3,0,0.5
C/D,0.0,graph_only,3,0,0.5
C/E,0.0,graph_only,3,0,0.5
C/F,0.02319940946957714,graph_only,3,0,0.5
C/G,0.32767554046810793,graph_only,3,0,0.5
D/E,0.013071895424836602,graph_only,3,0,0.5
D/F,0.9144930143311147,graph_only,3,0,0.5
D/G,0.04806800094822039,graph_only,3,0,0.5
E/F,0.0,graph_only,3,0,0.5
E/G,0.0,graph_only,3,0,0.5
F/G,0.10906181172854178,graph_only,3,0,0.5
A/B,0.950354609929078,graph_only,4,0,0.5
A/C,0.006113964294448521,graph_only,4,0,0.5
A/D,0.9441431418903259,graph_only,4,0,0.5
A/E,0.950354609929078,graph_only,4,0,0.5
A/F,0.03216431344481315,graph_only,4,0,0.5
A/G,3.674714290963877e-05,graph_only,4,0,0.5
B/C,0.0,graph_only,4,0,0.5
B/D,0.9934640522875817,graph_only,4,0,0.5
B/E,1.0,graph_only,4,0,0.5
B/F,0.03363914373088685,graph_only,4,0,0.5
B/G,0.0,graph_only,4,0,0.5
C/D,0.005409060175794456,graph_only,4,0,0.5
C/E,0.0,graph_only,4,0,0.5
C/F,0.7926816408309607,graph_only,4,0,0.5
C/G,0.8251920671788459,graph_only,4,0,0.5
D/E,0.9934640522875817,graph_only,4,0,0.5
D/F,0.03967540125122424,graph_only,4,0,0.5
D/G,0.006515628703985912,graph_only,4,0,0.5
E/F,0.03363914373088685,graph_only,4,0,0.5
E/G,0.0,graph_only,4,0,0.5
F/G,0.9542140038978942,graph_only,4,0,0.5
A/B,0.014184397163120567,graph_only,5,0,0.5
A/C,0.24651504035216434,graph_only,5,0,0.5
A/D,0.0008343763037129745,graph_only,5,0,0.5
A/E,0.014184397163120567,graph_only,5,0,0.5
A/F,0.09621098748563126,graph_only,5,0,0.5
A/G,0.026898908609855585,graph_only,5,0,0.5
B/C,0.0,graph_only,5,0,0.5
B/D,0.0196078431372549,graph_only,5,0,0.5
B/E,1.0,graph_only,5,0,0.5
B/F,0.0,graph_only,5,0,0.5
B/G,0.0,graph_only,5,0,0.5
C/D,0.0,graph_only,5,0,0.5
C/E,0.0,graph_only,5,0,0.5
C/F,0.004218074449014025,graph_only,5,0,0.5
C/G,0.07128819010184027,graph_only,5,0,0.5
D/E,0.0196078431372549,graph_only,5,0,0.5
D/F,0.015270532269992605,graph_only,5,0,0.5
D/G,0.0020657658572928307,graph_only,5,0,0.5
E/F,0.0,graph_only,5,0,0.5
E/G,0.0,graph_only,5,0,0.5
F/G,0.3063966661913137,graph_only,5,0,0.5
A/B,0.000578954986249819,graph_only,6,0,0.5
